Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
35793901	2020-12-22	Turkey		Turkey	Criticize or denounce	111	-2	Greece		Greece	52343797	2	The Jerusalem Post	Ankara		Ankara	Turkey	39.9199	32.8543
35793864	2020-12-22	Muhammad Ishtayyah	Parties,(National) Major Party,Ideological,Center Left,Dissident	Occupied Palestinian Territory	Make an appeal or request	020	3	UN Security Council	Global,Global Defense / Security IGOs,International Government Organization,Global Diplomatic IGOs		52343806	6	The Jerusalem Post			West Bank	Occupied Palestinian Territory	31.6667	35.25
35793863	2020-12-22	Hassan Rouhani	Government,Elite,Defense / Security Ministry,Ideological,Executive Office,Far Right,Executive,Government Religious,(National) Major Party,Parties	Iran	Make statement	010	0	Joseph Robinette Biden	Government,Executive,Cabinet,Ideological,Center Left,Parties,(National) Major Party	United States	52343808	4	The Jerusalem Post				Iran	35.6944	51.4215
35793877	2020-12-22	Santos António Silva	State Owned Enterprises,Government,State-Owned Heavy Industrial / Chemical	Angola	Make a visit	042	1.9	Israel		Israel	52343809	1	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35793878	2020-12-22	Israel		Israel	Host a visit	043	2.8	Santos António Silva	State Owned Enterprises,Government,State-Owned Heavy Industrial / Chemical	Angola	52343809	1	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35793876	2020-12-22	Israel		Israel	Make statement	010	0	Iran		Iran	52343809	6	The Jerusalem Post	Tehran		Tehran Province	Iran	35.6944	51.4215
35793881	2020-12-22	Israel		Israel	Praise or endorse	051	3.4	Cabinet / Council of Ministers / Advisors (Israel)	Government,Cabinet,Executive	Israel	52343810	1	The Jerusalem Post				Israel	31.779	35.2253
35795752	2020-12-23	Gideon Sa'ar	(National) Major Party,Parties,Jews,Unicameral,International Ethnic,Cabinet,Center Right,Executive,Ideological,Government,Legislative / Parliamentary	Israel	Make statement	010	0	City Mayor (Israel)	Local,Municipal,Government	Israel	52348693	4	The Jerusalem Post	Beersheba		Southern District	Israel	31.2518	34.7913
35795658	2020-12-23	Jonathan Pollard	Government,Military,Military Intelligence	Israel	Investigate	090	-2	United States		United States	52348694	1	The Jerusalem Post				United States	38.8951	-77.0364
35795642	2020-12-23	Benjamin Netanyahu	Foreign Ministry,(National) Major Party,Parties,Jews,International Ethnic,Elite,Center Right,Executive,Ideological,Executive Office,Government	Israel	Engage in negotiation	046	7	United Arab Emirates		United Arab Emirates	52348695	6	The Jerusalem Post				United Arab Emirates	25.2582	55.3047
35795643	2020-12-23	Benjamin Netanyahu	Foreign Ministry,(National) Major Party,Parties,Jews,International Ethnic,Elite,Center Right,Executive,Ideological,Executive Office,Government	Israel	Engage in negotiation	046	7	Bahrain		Bahrain	52348695	6	The Jerusalem Post				Bahrain	26.2154	50.5832
35795644	2020-12-23	United Arab Emirates		United Arab Emirates	Engage in negotiation	046	7	Benjamin Netanyahu	Foreign Ministry,(National) Major Party,Parties,Jews,International Ethnic,Elite,Center Right,Executive,Ideological,Executive Office,Government	Israel	52348695	6	The Jerusalem Post				United Arab Emirates	25.2582	55.3047
35795645	2020-12-23	Bahrain		Bahrain	Engage in negotiation	046	7	Benjamin Netanyahu	Foreign Ministry,(National) Major Party,Parties,Jews,International Ethnic,Elite,Center Right,Executive,Ideological,Executive Office,Government	Israel	52348695	6	The Jerusalem Post				Bahrain	26.2154	50.5832
35795762	2020-12-23	European Parliament	International Government Organization,Regional,Regional Diplomatic IGOs		Criticize or denounce	111	-2	Government (Iran)	Government	Iran	52348699	1	The Jerusalem Post				Iran	35.6944	51.4215
35795700	2020-12-23	Government (Palestinian Territory, Occupied)	Government	Occupied Palestinian Territory	Coerce	170	-7	Citizen (Palestinian Territory, Occupied)	Social,General Population / Civilian / Social	Occupied Palestinian Territory	52348700	5	The Jerusalem Post			West Bank	Occupied Palestinian Territory	31.6667	35.25
35795701	2020-12-23	Palestinian Territory, Occupied		Occupied Palestinian Territory	Make optimistic comment	013	0.4	Israel		Israel	52348703	1	The Jerusalem Post				Israel	31.779	35.2253
35795736	2020-12-23	Santos António Silva	Government,State-Owned Heavy Industrial / Chemical,State Owned Enterprises	Angola	Make a visit	042	1.9	Israel		Israel	52348704	6	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35795737	2020-12-23	Israel		Israel	Host a visit	043	2.8	Santos António Silva	Government,State-Owned Heavy Industrial / Chemical,State Owned Enterprises	Angola	52348704	6	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35795647	2020-12-23	Chief of Staff (Israeli Defense Forces)	Government,Military	Israel	Cooperate militarily	062	7.4	Defense / Security Ministry (Israel)	Executive,Government,Defense / Security Ministry	Israel	52348705	6	The Jerusalem Post				Israel	31.779	35.2253
35795763	2020-12-23	United States		United States	Make a visit	042	1.9	Morocco		Morocco	52348712	5	The Jerusalem Post	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35795764	2020-12-23	Morocco		Morocco	Host a visit	043	2.8	United States		United States	52348712	5	The Jerusalem Post	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35795720	2020-12-23	Benjamin Netanyahu	Foreign Ministry,(National) Major Party,Parties,Jews,International Ethnic,Elite,Center Right,Executive,Ideological,Executive Office,Government	Israel	Accuse	112	-2	Benny Gantz	Government,Military	Israel	52348716	2	The Jerusalem Post				Israel	31.779	35.2253
35795721	2020-12-23	Benny Gantz	Government,Military	Israel	Accuse	112	-2	Benjamin Netanyahu	Foreign Ministry,(National) Major Party,Parties,Jews,International Ethnic,Elite,Center Right,Executive,Ideological,Executive Office,Government	Israel	52348716	2	The Jerusalem Post				Israel	31.779	35.2253
35798909	2020-12-23	John Anderson	(National) Major Party,Parties,Opposition Major Party (Out Of Government),Elite	Australia	Make statement	010	0	Tim Fischer	(National) Major Party,Parties,Opposition Major Party (Out Of Government),Elite	Australia	52357287	5	Australian Associated Press			State of Queensland	Australia	-20	145
35799252	2020-12-24	National Security Advisor (Israel)	Government,Executive,Defense / Security Ministry	Israel	Make an appeal or request	020	3	Joseph Robinette Biden	Government,Center Left,Cabinet,Ideological,(National) Major Party,Parties,Executive	United States	52357797	6	The Jerusalem Post				Israel	31.779	35.2253
35799244	2020-12-24	City Mayor (Israel)	Government,Local,Municipal	Israel	Make a visit	042	1.9	United Arab Emirates		United Arab Emirates	52357801	2	The Jerusalem Post	Dubai		Dubayy	United Arab Emirates	25.2582	55.3047
35799245	2020-12-24	United Arab Emirates		United Arab Emirates	Host a visit	043	2.8	City Mayor (Israel)	Government,Local,Municipal	Israel	52357801	2	The Jerusalem Post	Dubai		Dubayy	United Arab Emirates	25.2582	55.3047
35799197	2020-12-24	Hamas	Nongovernmental Organization (International),Parties,(National) Major Party,Dissident,Muslim,International Religious	Occupied Palestinian Territory	Sign formal agreement	057	8	Israel		Israel	52357806	1	The Jerusalem Post				Israel	31.779	35.2253
35799204	2020-12-24	Hamas	Nongovernmental Organization (International),Parties,(National) Major Party,Dissident,Muslim,International Religious	Occupied Palestinian Territory	Criticize or denounce	111	-2	Head of Government (Morocco)	Executive,Executive Office,Government	Morocco	52357806	1	The Jerusalem Post				Morocco	33.9911	-6.84006
35799205	2020-12-24	Israel		Israel	Sign formal agreement	057	8	Hamas	Nongovernmental Organization (International),Parties,(National) Major Party,Dissident,Muslim,International Religious	Occupied Palestinian Territory	52357806	1	The Jerusalem Post				Israel	31.779	35.2253
35799196	2020-12-24	Justice and Development Party	Parties,(National) Minor Party	Cameroon	Praise or endorse	051	3.4	Morocco		Morocco	52357806	2	The Jerusalem Post				Morocco	33.9911	-6.84006
35799198	2020-12-24	Israel		Israel	Sign formal agreement	057	8	United Arab Emirates		United Arab Emirates	52357806	3	The Jerusalem Post				Israel	31.779	35.2253
35799199	2020-12-24	Bahrain		Bahrain	Sign formal agreement	057	8	United Arab Emirates		United Arab Emirates	52357806	3	The Jerusalem Post				Bahrain	26.2154	50.5832
35799200	2020-12-24	United Arab Emirates		United Arab Emirates	Sign formal agreement	057	8	Israel		Israel	52357806	3	The Jerusalem Post				United Arab Emirates	25.2582	55.3047
35799201	2020-12-24	Bahrain		Bahrain	Sign formal agreement	057	8	Israel		Israel	52357806	3	The Jerusalem Post				Bahrain	26.2154	50.5832
35799202	2020-12-24	United Arab Emirates		United Arab Emirates	Sign formal agreement	057	8	Bahrain		Bahrain	52357806	3	The Jerusalem Post				United Arab Emirates	25.2582	55.3047
35799203	2020-12-24	Israel		Israel	Sign formal agreement	057	8	Bahrain		Bahrain	52357806	3	The Jerusalem Post				Israel	31.779	35.2253
35799195	2020-12-24	Head of Government (Morocco)	Executive,Executive Office,Government	Morocco	Make statement	010	0	Morocco		Morocco	52357806	4	The Jerusalem Post				Morocco	33.9911	-6.84006
35799222	2020-12-24	Israel		Israel	Make a visit	042	1.9	Morocco		Morocco	52357807	2	The Jerusalem Post	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35799223	2020-12-24	Morocco		Morocco	Host a visit	043	2.8	Israel		Israel	52357807	2	The Jerusalem Post	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35799221	2020-12-24	Indonesia		Indonesia	Engage in diplomatic cooperation	050	3.5	Israel		Israel	52357811	6	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35799242	2020-12-24	Benjamin Netanyahu	Foreign Ministry,Executive Office,Government,Elite,Center Right,Executive,Ideological,International Ethnic,(National) Major Party,Parties,Jews	Israel	Make statement	010	0	Cabinet / Council of Ministers / Advisors (Israel)	Government,Cabinet,Executive	Israel	52357814	5	The Jerusalem Post				Israel	31.779	35.2253
35799243	2020-12-24	Benjamin Netanyahu	Foreign Ministry,Executive Office,Government,Elite,Center Right,Executive,Ideological,International Ethnic,(National) Major Party,Parties,Jews	Israel	Express intent to meet or negotiate	036	4	Ministry (Israel)	Government	Israel	52357814	5	The Jerusalem Post				Israel	31.779	35.2253
35801845	2020-12-25	Israeli Defense Forces	Government,Military	Israel	Threaten	130	-4.4	Iran		Iran	52365032	3	The Jerusalem Post				Iran	35.6944	51.4215
35801846	2020-12-25	Donald Trump	Executive Office,Government,Executive	United States	Threaten	130	-4.4	Iran		Iran	52365037	1	The Jerusalem Post	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
35801849	2020-12-25	Israel		Israel	Cooperate economically	061	6.4	United States		United States	52365039	3	The Jerusalem Post	Hebron		West Bank	Occupied Palestinian Territory	31.5294	35.0938
35801850	2020-12-25	Police (Palestinian Territory, Occupied)	Police,Government	Occupied Palestinian Territory	Arrest, detain, or charge with legal action	173	-5	Criminal (Palestinian Territory, Occupied)	Dissident,Criminals / Gangs	Occupied Palestinian Territory	52365043	1	The Jerusalem Post			West Bank	Occupied Palestinian Territory	31.6667	35.25
35801851	2020-12-25	Israeli Defense Forces	Government,Military	Israel	Arrest, detain, or charge with legal action	173	-5	Criminal (Palestinian Territory, Occupied)	Dissident,Criminals / Gangs	Occupied Palestinian Territory	52365043	1	The Jerusalem Post			West Bank	Occupied Palestinian Territory	31.6667	35.25
35801853	2020-12-25	Morocco		Morocco	Host a visit	043	2.8	Israel		Israel	52365045	3	The Jerusalem Post	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35801855	2020-12-25	Israel		Israel	Make a visit	042	1.9	Morocco		Morocco	52365045	3	The Jerusalem Post	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35801852	2020-12-25	United Nations	International Government Organization,Global Diplomatic IGOs,Global		Host a visit	043	2.8	Gilad Erdan	Parties,(National) Major Party,Defense / Security Ministry,Legislative / Parliamentary,Executive,Ideological,Cabinet,Center Right,Government,Unicameral	Israel	52365045	5	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35801854	2020-12-25	Gilad Erdan	Parties,(National) Major Party,Defense / Security Ministry,Legislative / Parliamentary,Executive,Ideological,Cabinet,Center Right,Government,Unicameral	Israel	Make a visit	042	1.9	United Nations	International Government Organization,Global Diplomatic IGOs,Global		52365045	5	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35795931	2020-12-26	United Kingdom		United Kingdom	Expel or deport individuals	174	-5	Citizen (United Kingdom)	General Population / Civilian / Social,Social	United Kingdom	52349186	6	Unknown	London	Greater London	England	United Kingdom	51.5085	-0.12574
35795932	2020-12-26	Quadrant Computers	Business,Social,Science / Tech / Knowledge / Innovation Business	Lesotho	Expel or deport individuals	174	-5	Citizen (United Kingdom)	General Population / Civilian / Social,Social	United Kingdom	52349186	6	Unknown	London	Greater London	England	United Kingdom	51.5085	-0.12574
35793607	2020-12-27	Sheikh Hasina Wajed	Executive Office,Government,Executive,Elite,(National) Major Party,Government Major Party (In Government),Parties,Foreign Ministry,Interior / Home Ministry	Bangladesh	Make statement	010	0	Secretariat (Bangladesh)	Government	Bangladesh	52343160	3	United News of Bangladesh Limited		Feni District	Chittagong	Bangladesh	22.9667	91.3167
35797893	2020-12-27	United Kingdom		United Kingdom	Reject	120	-4	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		52354275	6	Unknown				United Kingdom	51.5085	-0.12574
35797881	2020-12-27	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		Sign formal agreement	057	8	Belgium		Belgium	52354283	2	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
35797882	2020-12-27	Belgium		Belgium	Sign formal agreement	057	8	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		52354283	2	Unknown	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
35797894	2020-12-27	Le Monde	Print News,Social,News,Media	France	Make statement	010	0	United Kingdom		United Kingdom	52354284	4	Unknown			Britain	United Kingdom	53.5938	-1.86823
35798071	2020-12-27	United Kingdom		United Kingdom	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	European Union	Regional,International Government Organization,Regional Diplomatic IGOs		52354937	1	Unknown	London	Greater London	England	United Kingdom	51.5085	-0.12574
35798072	2020-12-27	United Kingdom		United Kingdom	Sign formal agreement	057	8	European Union	Regional,International Government Organization,Regional Diplomatic IGOs		52354937	5	Unknown			Britain	United Kingdom	53.5938	-1.86823
35798073	2020-12-27	European Union	Regional,International Government Organization,Regional Diplomatic IGOs		Sign formal agreement	057	8	United Kingdom		United Kingdom	52354937	5	Unknown			Britain	United Kingdom	53.5938	-1.86823
35801835	2020-12-27	Shimon Peres	Jews,Parties,(National) Major Party,Centrist,Ideological,Elite,International Ethnic	Israel	Consult	040	1	Indonesia		Indonesia	52365013	5	The Jerusalem Post	Jakarta		Daerah Khusus Ibukota Jakarta	Indonesia	-6.21462	106.845
35801836	2020-12-27	Indonesia		Indonesia	Consult	040	1	Shimon Peres	Jews,Parties,(National) Major Party,Centrist,Ideological,Elite,International Ethnic	Israel	52365013	5	The Jerusalem Post	Jakarta		Daerah Khusus Ibukota Jakarta	Indonesia	-6.21462	106.845
35801837	2020-12-27	Wall Street Journal	Media,News,Print News,Social	United States	Investigate	090	-2	Al Qaeda	Sunni,International Radicals / Extremists / Fundamentalists,International Insurgents,International Dissident,International Religious		52365019	2	The Jerusalem Post	Los Angeles	Los Angeles County	California	United States	34.0522	-118.244
35801838	2020-12-27	Israel		Israel	Investigate	090	-2	Iran		Iran	52365021	1	The Jerusalem Post	Tehran		Tehran Province	Iran	35.6944	51.4215
35801841	2020-12-27	United States		United States	Criticize or denounce	111	-2	Turkey		Turkey	52365023	2	The Jerusalem Post	Ankara		Ankara	Turkey	39.9199	32.8543
35801840	2020-12-27	Turkey		Turkey	Criticize or denounce	111	-2	Israel		Israel	52365023	4	The Jerusalem Post	Ankara		Ankara	Turkey	39.9199	32.8543
35801839	2020-12-27	Turkey		Turkey	Threaten to reduce or break relations	1313	-5.8	United Arab Emirates		United Arab Emirates	52365023	6	The Jerusalem Post	Abu Dhabi		Abu Zaby	United Arab Emirates	24.4667	54.3667
35801842	2020-12-27	United Arab Emirates		United Arab Emirates	Engage in diplomatic cooperation	050	3.5	Israel		Israel	52365023	6	The Jerusalem Post	Abu Dhabi		Abu Zaby	United Arab Emirates	24.4667	54.3667
35801843	2020-12-27	Likud	Parties,(National) Major Party,Ideological,Center Right	Israel	Host a visit	043	2.8	Ze'ev Elkin	Parties,(National) Major Party,Foreign Ministry,Executive,Ideological,Center Right,Government	Israel	52365025	6	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35801844	2020-12-27	Ze'ev Elkin	Parties,(National) Major Party,Foreign Ministry,Executive,Ideological,Center Right,Government	Israel	Make a visit	042	1.9	Likud	Parties,(National) Major Party,Ideological,Center Right	Israel	52365025	6	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
35793362	2020-12-28	Police (Moldova)	Police,Government	Moldova, Republic of	Arrest, detain, or charge with legal action	173	-5	Foreign Affairs (Moldova)	Executive,Foreign Ministry,Government	Moldova, Republic of	52342596	1	Unknown				Moldova, Republic of	47	28.8333
35793363	2020-12-28	Lawyer/Attorney (Moldova)	Legal,Social	Moldova, Republic of	Arrest, detain, or charge with legal action	173	-5	Foreign Affairs (Moldova)	Executive,Foreign Ministry,Government	Moldova, Republic of	52342596	6	Unknown				Moldova, Republic of	47	28.8333
35793391	2020-12-28	Opposition Supporter (India)	Protestors / Popular Opposition / Mobs,Dissident	India	Criticize or denounce	111	-2	Bharatiya Janata	Opposition Major Party (Out Of Government),(National) Major Party,Parties	India	52342600	2	Indo-Asian News Service	Mumbai	Konkan Division	State of Maharashtra	India	19.0728	72.8826
35793392	2020-12-28	Zoran Milanović	Legislative / Parliamentary,Center Left,Ideological,(National) Major Party,Parties,Unicameral,Executive,Elite,Executive Office,Government	Croatia	Make a visit	042	1.9	Croatia		Croatia	52342601	2	HINA	Zagreb		Grad Zagreb	Croatia	45.8144	15.978
35793393	2020-12-28	Croatia		Croatia	Host a visit	043	2.8	Zoran Milanović	Legislative / Parliamentary,Center Left,Ideological,(National) Major Party,Parties,Unicameral,Executive,Elite,Executive Office,Government	Croatia	52342601	2	HINA	Zagreb		Grad Zagreb	Croatia	45.8144	15.978
35793382	2020-12-28	Palestinian Territory, Occupied		Occupied Palestinian Territory	Arrest, detain, or charge with legal action	173	-5	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	52342604	2	BBC Monitoring Middle East	Jericho		West Bank	Occupied Palestinian Territory	31.8667	35.45
35793366	2020-12-28	Displaced Families (Sudan)	Refugees / Displaced,Social	Sudan	Demonstrate or rally	141	-6.5	UN Security Council	Global Defense / Security IGOs,International Government Organization,Global,Global Diplomatic IGOs		52342605	2	Associated Press Newswires	Darfur Wilayat			Sudan	13	25
35793422	2020-12-28	Lawyer/Attorney (China)	Social,Legal	China	Accuse	112	-2	Citizen (China)	Social,General Population / Civilian / Social	China	52342611	2	Unknown	Shanghai		Shanghai Shi	China	31.2222	121.458
35793418	2020-12-28	Reserve Personnel (Ukraine)	Government,Military	Ukraine	Arrest, detain, or charge with legal action	173	-5	Citizen (Russia)	General Population / Civilian / Social,Social	Russian Federation	52342616	1	Unknown	Kharkiv		Kharkivs'ka Oblast'	Ukraine	49.9808	36.2527
35793399	2020-12-28	Vladimir Putin	Center Right,Parties,Ideological,(National) Major Party,Executive Office,Government,Executive,Elite	Russian Federation	Engage in symbolic act	017	0	Sauli Niinistö	Government,Executive Office,Elite,Executive	Finland	52342619	1	ITAR Tass	Moscow Kremlin		Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
35793400	2020-12-28	Sauli Niinistö	Government,Executive Office,Elite,Executive	Finland	Engage in symbolic act	017	0	Vladimir Putin	Center Right,Parties,Ideological,(National) Major Party,Executive Office,Government,Executive,Elite	Russian Federation	52342619	1	ITAR Tass	Moscow Kremlin		Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
35793401	2020-12-28	Russia		Russian Federation	Engage in diplomatic cooperation	050	3.5	Finland		Finland	52342619	3	ITAR Tass	Moscow Kremlin		Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
35793402	2020-12-28	Finland		Finland	Engage in diplomatic cooperation	050	3.5	Russia		Russian Federation	52342619	3	ITAR Tass	Moscow Kremlin		Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
35793397	2020-12-28	Russia		Russian Federation	Make optimistic comment	013	0.4	Government (Russia)	Government	Russian Federation	52342622	1	ITAR Tass			Nord	Burkina Faso	13.5881	-2.4212
35793388	2020-12-28	Igor Dodon	Executive,Executive Office,Government	Moldova, Republic of	Make a visit	042	1.9	Russia		Russian Federation	52342630	1	ITAR Tass	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793390	2020-12-28	Russia		Russian Federation	Host a visit	043	2.8	Igor Dodon	Executive,Executive Office,Government	Moldova, Republic of	52342630	1	ITAR Tass	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793389	2020-12-28	Maia Sandu		Moldova, Republic of	Criticize or denounce	111	-2	Russia		Russian Federation	52342630	5	ITAR Tass	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793364	2020-12-28	Bishop (Russia)	Social,National Religious	Russian Federation	Praise or endorse	051	3.4	Government (Russia)	Government	Russian Federation	52342645	2	Yogam Communications SARL				Russian Federation	55.7522	37.6156
35793365	2020-12-28	Postal Department (India)	Executive,Post / Tecoms Ministry,Government	India	Make statement	010	0	Employee (India)	Labor,Social	India	52342646	4	Hindustan Times	Kanpur		State of Uttar Pradesh	India	26.4478	80.3463
35793440	2020-12-28	Police (China)	Government,Police	China	Arrest, detain, or charge with legal action	173	-5	Citizen (China)	Social,General Population / Civilian / Social	China	52342648	1	Unknown	Shanghai		Shanghai Shi	China	31.2222	121.458
35793441	2020-12-28	Police (China)	Government,Police	China	Arrest, detain, or charge with legal action	173	-5	Men (China)	Social,General Population / Civilian / Social	China	52342648	2	Unknown	Shanghai		Shanghai Shi	China	31.2222	121.458
35793439	2020-12-28	Police (China)	Government,Police	China	Make statement	010	0	Healthcare Facility (China)	Medical / Health,Social	China	52342648	4	Unknown	Shanghai		Shanghai Shi	China	31.2222	121.458
35793442	2020-12-28	Police (China)	Government,Police	China	Arrest, detain, or charge with legal action	173	-5	Citizen (China)	Social,General Population / Civilian / Social	China	52342648	5	Unknown	Shanghai		Shanghai Shi	China	31.2222	121.458
35793395	2020-12-28	Bishop (Nigeria)	National Religious,Social	Nigeria	Criticize or denounce	111	-2	Muhammadu Buhari	(National) Minor Party,Parties,(National) Major Party,Center Left,Government,Fulani / Fulbe,Elite,Ideological,Muslim,Far Right,International Ethnic,Executive Office,Executive,International Religious	Nigeria	52342658	3	All Africa	Sokoto		Sokoto State	Nigeria	13.0609	5.23902
35793396	2020-12-28	Bishop (Nigeria)	National Religious,Social	Nigeria	Use conventional military force	190	-10	Muhammadu Buhari	(National) Minor Party,Parties,(National) Major Party,Center Left,Government,Fulani / Fulbe,Elite,Ideological,Muslim,Far Right,International Ethnic,Executive Office,Executive,International Religious	Nigeria	52342658	3	All Africa	Sokoto		Sokoto State	Nigeria	13.0609	5.23902
35793438	2020-12-28	Foreign Affairs (Iran)	Foreign Ministry,Government,Executive	Iran	Make statement	010	0	Iran		Iran	52342668	2	Syrian Arab News Agency	Tehran		Tehran Province	Iran	35.6944	51.4215
35793436	2020-12-28	Governor (Iraq)	Government,Local,Provincial	Iraq	Arrest, detain, or charge with legal action	173	-5	Islamic State of Iraq and the Levant	Sunni,Ideological,Muslim,Fundamentalist,International Religious,Dissident,Insurgents	Iraq	52342669	5	Syrian Arab News Agency	Kirkuk		Muhafazat Kirkuk	Iraq	35.4681	44.3922
35793359	2020-12-28	Russia		Russian Federation	Arrest, detain, or charge with legal action	173	-5	Criminal (Russia)	Dissident,Criminals / Gangs	Russian Federation	52342670	1	Unknown	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793361	2020-12-28	Israeli Defense Forces	Military,Government	Israel	Use conventional military force	190	-10	Palestinian Territory, Occupied		Occupied Palestinian Territory	52342671	1	Jordan News Agency	Ramallah		West Bank	Occupied Palestinian Territory	31.8996	35.2042
35793360	2020-12-28	Palestinian Territory, Occupied		Occupied Palestinian Territory	Arrest, detain, or charge with legal action	173	-5	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	52342671	3	Jordan News Agency	Ramallah		West Bank	Occupied Palestinian Territory	31.8996	35.2042
35793420	2020-12-28	Lebanon		Lebanon	Engage in symbolic act	017	0	Citizen (Lebanon)	General Population / Civilian / Social,Social	Lebanon	52342684	1	National News Agency Lebanon	Sidon		Mohafazat Liban-Sud	Lebanon	33.5599	35.3756
35793419	2020-12-28	Lebanon		Lebanon	Praise or endorse	051	3.4	Court Judge (Lebanon)	Government,Judicial	Lebanon	52342685	6	National News Agency Lebanon	Beirut		Beyrouth	Lebanon	33.8889	35.4944
35793383	2020-12-28	Alberto Fernández	Executive Office,Government,Executive,Ideological,Far Left,Parties,(National) Major Party	Argentina	Praise or endorse	051	3.4	Cristina Fernández de Kirchner	Elite,Ideological,Far Left,Parties,(National) Major Party,Nationalist	Argentina	52342700	2	El Mercurio				Argentina	-34.6132	-58.3772
35793384	2020-12-28	International Government Organizations	International Government Organization		Praise or endorse	051	3.4	Egypt		Egypt	52342717	2	Unknown	Belgrade		Central Serbia	Serbia	44.804	20.4651
35793403	2020-12-28	Media (Sudan)	Media,Social	Sudan	Make statement	010	0	Sudan		Sudan	52342719	2	Unknown			Southern Darfur	Sudan	11.5	24.6667
35793404	2020-12-28	Member of Parliament (Egypt)	Government,Legislative / Parliamentary	Egypt	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Citizen (Egypt)	Social,General Population / Civilian / Social	Egypt	52342738	5	Unknown	Aswan		Muhafazat Aswan	Egypt	24.0908	32.8994
35793405	2020-12-28	Member of Parliament (Egypt)	Government,Legislative / Parliamentary	Egypt	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Governor (Egypt)	Government,Local,Provincial	Egypt	52342738	5	Unknown	Aswan		Muhafazat Aswan	Egypt	24.0908	32.8994
35793398	2020-12-28	Organized Crime (Egypt)	Criminals / Gangs,Dissident	Egypt	Use unconventional violence	180	-9	Industry (Egypt)	Social,Business	Egypt	52342740	4	Unknown	Cairo		Muhafazat al Qahirah	Egypt	30.0626	31.2497
35793423	2020-12-28	Secretariat (Egypt)	Government	Egypt	Make statement	010	0	Representatives (Egypt)	Government,Legislative / Parliamentary	Egypt	52342741	2	Unknown	Damietta		Muhafazat Dumyat	Egypt	31.4165	31.8133
35793424	2020-12-28	Secretariat (Egypt)	Government	Egypt	Make an appeal or request	020	3	Member of Parliament (Egypt)	Government,Legislative / Parliamentary	Egypt	52342741	4	Unknown	Damietta		Muhafazat Dumyat	Egypt	31.4165	31.8133
35793425	2020-12-28	Secretariat (Egypt)	Government	Egypt	Express intent to meet or negotiate	036	4	Member of Parliament (Egypt)	Government,Legislative / Parliamentary	Egypt	52342741	4	Unknown	Damietta		Muhafazat Dumyat	Egypt	31.4165	31.8133
35793406	2020-12-28	Foreign Affairs (China)	Executive,Government,Foreign Ministry	China	Make an appeal or request	020	3	United States		United States	52342743	2	Unknown	Lhasa		Tibet Autonomous Region	China	29.65	91.1
